リポジトリ名,GitHub URL,名前A,ドメイン1,ドメイン2,ドメイン3,名前B,ドメイン1,ドメイン2,ドメイン3,Description,説明文
jnode/jnode,https://github.com/jnode/jnode,k-nishiura,Development,OS,,,,,,Code for the JNode operating system,JNodeオペレーティングシステムのコード
JnRouvignac/AutoRefactor,https://github.com/JnRouvignac/AutoRefactor,k-nishiura,Development,,,,,,,Eclipse plugin to automatically refactor Java code bases,Javaコードベースを自動的にリファクタリングするEclipseプラグイン
johncarl81/transfuse,https://github.com/johncarl81/transfuse,k-nishiura,Development,Android,,,,,,:syringe: Transfuse - A Dependency Injection and Integration framework for Google Android,：syringe：Transfuse-Google Androidの依存性注入および統合フレームワーク
journaldev/journaldev,https://github.com/journaldev/journaldev,k-nishiura,Development,,,,,,,JournalDev Projects,JournalDevプロジェクト
JPMoresmau/eclipsefp,https://github.com/JPMoresmau/eclipsefp,k-nishiura,Development,,,,,,,EclipseFP - the Haskell plug-in for Eclipse,EclipseFP-Eclipse用のHaskellプラグイン
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,k-nishiura,Development,,,,,,,JSqlParser parses an SQL statement and translate it into a hierarchy of Java classes. The generated hierarchy can be navigated using the Visitor Pattern,JSqlParserはSQLステートメントを解析し、それをJavaクラスの階層に変換します。生成された階層は、訪問者パターンを使用してナビゲートできます
jtalks-org/jcommune,https://github.com/jtalks-org/jcommune,k-nishiura,Development,,,,,,,JTalks JCommune - a forum engine,JTalks JCommune-フォーラムエンジン
junkdog/artemis-odb,https://github.com/junkdog/artemis-odb,k-nishiura,Development,Middleware,,,,,,A continuation of the popular Artemis ECS framework,人気のあるArtemis ECSフレームワークの続き
kelemen/netbeans-gradle-project,https://github.com/kelemen/netbeans-gradle-project,k-nishiura,Development,,,,,,,This project is a NetBeans plugin able to open Gradle based Java projects. The implementation is based on Geertjan Wielenga's plugin.,このプロジェクトは、GradleベースのJavaプロジェクトを開くことができるNetBeansプラグインです。実装は、Geertjan Wielengaのプラグインに基づいています。
kingston-csj/Jforgame,https://github.com/kingston-csj/Jforgame,k-nishiura,Development,,,,,,,jforgame是一个一站式游戏服务端开发框架，包含游戏服，跨服，匹配服，后台管理系统等模块。同时提供大量业务案例以供学习。,jforgameは、学歴を提供するために、大量のサービスケースを提供します。
kite-sdk/kite,https://github.com/kite-sdk/kite,k-nishiura,Development,,,,,,,Kite SDK,カイトSDK
kohsuke/github-api,https://github.com/kohsuke/github-api,k-nishiura,Development,,,,,,,Java API for GitHub,GitHubのJava API
kongchen/swagger-maven-plugin,https://github.com/kongchen/swagger-maven-plugin,k-nishiura,Development,,,,,,,JAX-RS & SpringMVC supported maven build plugin - helps you generate Swagger JSON and API document in build phase.,JAX-RSおよびSpringMVCがサポートするmavenビルドプラグイン-ビルドフェーズでSwagger JSONおよびAPIドキュメントを生成するのに役立ちます。
la-team/light-admin,https://github.com/la-team/light-admin,k-nishiura,Development,,,,,,,[PoC] Pluggable CRUD UI library for Java web applications,[PoC] Java Webアプリケーション用のプラグ可能なCRUD UIライブラリ
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,k-nishiura,Development,,,,,,,Style and Grammar Checker for 25+ Languages,25以上の言語のスタイルと文法チェッカー
liferay/liferay-blade-samples,https://github.com/liferay/liferay-blade-samples,k-nishiura,Development,,,,,,,,
liferay/liferay-ide,https://github.com/liferay/liferay-ide,k-nishiura,Development,,,,,,,,
linkedin/rest.li,https://github.com/linkedin/rest.li,k-nishiura,Development,,,,,,,Rest.li is a REST+JSON framework for building robust - scalable service architectures using dynamic discovery and simple asynchronous APIs.,Rest.liは、動的検出と単純な非同期APIを使用して、堅牢でスケーラブルなサービスアーキテクチャを構築するためのREST + JSONフレームワークです。
livelessons-spring/building-microservices,https://github.com/livelessons-spring/building-microservices,k-nishiura,Development,Distribution,,,,,,Building Microservices with Spring Boot,Spring Bootでマイクロサービスを構築する
LogNet/grpc-spring-boot-starter,https://github.com/LogNet/grpc-spring-boot-starter,k-nishiura,Development,,,,,,,Spring Boot starter module for gRPC  framework.,gRPCフレームワーク用のSpring Bootスターターモジュール。
logzio/apollo,https://github.com/logzio/apollo,k-nishiura,Development,Web,,,,,,Apollo - The logz.io continuous deployment solution over kubernetes,Apollo-kubernetesを介したlogz.io連続展開ソリューション
LuoLiangDSGA/Spring-Learning,https://github.com/LuoLiangDSGA/Spring-Learning,k-nishiura,Development,,,,,,,:fire::fire::tada:Spring Learning Project - Enjoy it,：fire :: fire :: tada：Spring Learning Project-お楽しみください
lviggiano/owner,https://github.com/lviggiano/owner,k-nishiura,Development,,,,,,,Get rid of the boilerplate code in properties based configuration.,プロパティベースの構成の定型コードを取り除きます。
lxy-go/SpringBoot,https://github.com/lxy-go/SpringBoot,k-nishiura,Development,,,,,,,这是一个SpringBoot的从入门程序集锦,これは、SpringBootの1つです。
making/hajiboot-samples,https://github.com/making/hajiboot-samples,k-nishiura,Development,,,,,,,書籍「はじめてのSpring Boot」のサポートページ,書籍「はじめてのSpring Boot」のサポートページ
maven-nar/nar-maven-plugin,https://github.com/maven-nar/nar-maven-plugin,k-nishiura,Development,,,,,,,Native ARchive plugin for Maven,MavenのネイティブARchiveプラグイン
Microsoft/azure-tools-for-java,https://github.com/Microsoft/azure-tools-for-java,k-nishiura,Development,Distribution,,,,,,Azure tools for Java - including Azure Toolkits for Eclipse - IntelliJ and related projects.,Java用Azureツール-Eclipse用Azure Toolkits-IntelliJおよび関連プロジェクト。
mkarneim/pojobuilder,https://github.com/mkarneim/pojobuilder,k-nishiura,Development,,,,,,,A Java Code Generator for Pojo Builders,Pojo Builder向けのJavaコードジェネレーター
MobiVM/robovm,https://github.com/MobiVM/robovm,k-nishiura,Development,,,,,,,Ahead of time compiler for JVM bytecode targetting iOS - Mac OSX and Linux,iOSをターゲットとするJVMバイトコード用の先行コンパイラ-Mac OSXおよびLinux
mono/sharpen,https://github.com/mono/sharpen,k-nishiura,Development,,,,,,,Sharpen is an Eclipse plugin created by db4o that allows you to convert your Java project into c#,Sharpenは、JavaプロジェクトをC＃に変換できるdb4oによって作成されたEclipseプラグインです。
mybatis/generator,https://github.com/mybatis/generator,k-nishiura,Development,,,,,,,A code generator for MyBatis.,MyBatisのコードジェネレーター。
mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,k-nishiura,Development,Database,,,,,,MyBatis SQL mapper framework for Java,Java用MyBatis SQLマッパーフレームワーク
NationalSecurityAgency/lemongrenade,https://github.com/NationalSecurityAgency/lemongrenade,k-nishiura,Development,Operation,,,,,,Data-driven automation platform,データ駆動型自動化プラットフォーム
Netflix/governator,https://github.com/Netflix/governator,k-nishiura,Development,,,,,,,Governator is a library of extensions and utilities that enhance Google Guice to provide: classpath scanning and automatic binding - lifecycle management - configuration to field mapping - field validation and parallelized object warmup.,Governatorは、Google Guiceを拡張する拡張機能とユーティリティのライブラリです。クラスパススキャンと自動バインディング-ライフサイクル管理-フィールドマッピングへの構成-フィールド検証と並列化されたオブジェクトウォームアップ。
Netflix/Nicobar,https://github.com/Netflix/Nicobar,k-nishiura,Development,,,,,,,,
npgall/concurrent-trees,https://github.com/npgall/concurrent-trees,k-nishiura,Development,,,,,,,Concurrent Radix and Suffix Trees for Java,Javaの同時基数およびサフィックスツリー
oracle/fastr,https://github.com/oracle/fastr,k-nishiura,Development,Programing,,,,,,A high-performance implementation of the R programming language - built on GraalVM.,GraalVM上に構築されたRプログラミング言語の高性能実装。
oracle/graal,https://github.com/oracle/graal,k-nishiura,Development,,,,,,,GraalVM: Run Programs Faster Anywhere :rocket:,GraalVM：どこでもプログラムを高速で実行：rocket：
oracle/OpenGrok,https://github.com/oracle/OpenGrok,k-nishiura,Development,Document,,,,,,OpenGrok is a fast and usable source code search and cross reference engine - written in Java,OpenGrokは、Javaで記述された高速で使用可能なソースコード検索および相互参照エンジンです。
palantir/docker-compose-rule,https://github.com/palantir/docker-compose-rule,k-nishiura,Development,Testing,,,,,,A JUnit rule to manage docker containers using docker-compose,docker-composeを使用してdockerコンテナーを管理するJUnitルール
paul-hammant/qdox,https://github.com/paul-hammant/qdox,k-nishiura,Development,Programing,Document,,,,,QDox - full extractor of Java class/interface/method definitions (including annotations - parameters - param names),QDox-Javaクラス/インターフェース/メソッド定義の完全な抽出（注釈-パラメーター-パラメーター名を含む）
phoenixnap/springmvc-raml-plugin,https://github.com/phoenixnap/springmvc-raml-plugin,k-nishiura,Development,,,,,,,Spring MVC - RAML Spec Synchroniser Plugin. A Maven plugin designed to Generate Server & Client code in Spring from a RAML API descriptor and conversely - a RAML API document from the SpringMVC Server implementation.,Spring MVC-RAML Spec Synchroniserプラグイン。 RAML API記述子からSpringでサーバーおよびクライアントコードを生成するように設計されたMavenプラグイン、および逆-SpringMVCサーバー実装からのRAML APIドキュメント。
protegeproject/protege,https://github.com/protegeproject/protege,k-nishiura,Development,,,,,,,Protege Desktop,Protege Desktop
protegeproject/webprotege,https://github.com/protegeproject/webprotege,k-nishiura,Development,,,,,,,The webprotege code base,webprotegeコードベース
pulsarIO/jetstream,https://github.com/pulsarIO/jetstream,k-nishiura,Development,,,,,,,Jetstream is a streaming processing framework,Jetstreamはストリーミング処理フレームワークです
quarkusio/quarkus-quickstarts,https://github.com/quarkusio/quarkus-quickstarts,k-nishiura,Development,OS,Distribution,,,,,Quarkus quickstart code,Quarkusクイックスタートコード
ralscha/extdirectspring,https://github.com/ralscha/extdirectspring,k-nishiura,Development,,,,,,,Implementation of the Ext Direct protocol with Java and Spring,JavaおよびSpringを使用したExt Directプロトコルの実装
raphw/byte-buddy,https://github.com/raphw/byte-buddy,k-nishiura,Development,OS,,,,,,Runtime code generation for the Java virtual machine.,Java仮想マシンのランタイムコード生成。
raydac/netbeans-mmd-plugin,https://github.com/raydac/netbeans-mmd-plugin,k-nishiura,Development,Multimedia,,,,,,Mind Map editor + plugin for NetBeans and Intellij,マインドマップエディター+ NetBeansおよびIntellijのプラグイン
reactor/reactor-addons,https://github.com/reactor/reactor-addons,k-nishiura,Development,Distribution,,,,,,Official modules for the Reactor project,Reactorプロジェクトの公式モジュール
real-logic/simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding,k-nishiura,Development,,,,,,,Simple Binary Encoding (SBE) - High Performance Message Codec,シンプルバイナリエンコーディング（SBE）-高性能メッセージコーデック
